,Symbol,Market Cap,Price,Circulating Supply,Volume(24h),% 1h,% 24h,% 7d
587,CET,54997904.0,0.07761,708633600.0,3530548.0,0.0028,-0.1527,-0.0933
588,SBD,54039456.0,5.45,9911286.0,5783164.0,-0.0183,-0.24040002,-0.22790001
589,HEGIC,53629710.0,0.08297,646356160.0,6782611.0,-0.0015,-0.2395,-0.22760001
590,EPIC,53125028.0,3.99,13309672.0,267510.0,0.13939999,-0.2208,0.7324
591,MDT,52999070.0,0.07838,676157000.0,76031180.0,0.11399999,0.1306,0.3393
592,GMT,52817456.0,0.3596,146895230.0,2470958.0,-0.0015,-0.1367,-0.0547
593,BURGER,52571724.0,3.08,17089146.0,18135966.0,-0.0117,-0.169,-0.1523
594,FCT,52325800.0,0.1556,336216860.0,38559840.0,-0.0043,-0.2593,-0.2644
595,VELO,52114180.0,0.1539,338521540.0,2999114.0,-0.0346,-0.2832,-0.2856
596,WICC,51848430.0,0.2469,210000000.0,106505860.0,0.021300001,-0.015800001,0.38439998
597,PDEX,51327932.0,11.4,4501930.0,1484427.0,0.0042,-0.1724,-0.28120002
598,VSYS,50953956.0,0.02095,2431644400.0,13129762.0,-0.025899999,-0.21540001,-0.0318
599,APL,51188428.0,0.002419,21165097000.0,5796805.0,0.0171,-0.1604,-0.1259
600,GRID,49993670.0,1.27,39236492.0,78733.0,0.00090000004,-0.2035,0.0498
601,GTO,49908050.0,0.0648,770236860.0,228879090.0,-0.0178,-0.42159998,0.097600006
602,CRA,49879180.0,0.7692,64845012.0,11072526.0,-0.035,-0.40330002,-0.5852
603,FLX,49815076.0,323.35,154060.0,1856724.0,-0.0038,-0.1451,-0.0771
604,DEXT,49725948.0,0.4875,102005840.0,491694.0,0.0011999999,-0.1872,-0.1204
605,YLD,49316350.0,0.3555,138743220.0,867885.0,0.0002,-0.1864,-0.0708
606,CIV,49317596.0,0.1644,300000000.0,110247.0,0.0034999999,-0.1149,-0.123900004
607,SHR,49211250.0,0.02105,2337851400.0,2089060.0,-0.0135,-0.21620001,0.0191
608,SIX,49129536.0,0.1795,273776600.0,9988708.0,-0.0163,-0.17959999,0.405
609,OOE,49156948.0,0.3279,149895380.0,4536719.0,0.008,-0.2187,-0.24870001
610,BASIC,48880900.0,0.007531,6490920000.0,2889610.0,-0.0271,-0.2146,-0.2048
611,RVP,48368764.0,0.04031,1200000000.0,341538.0,0.0904,-0.0874,-0.1167
612,AST,48319028.0,0.3221,150000000.0,8168754.0,-0.0116,-0.19559999,-0.3522
613,NIM,47816980.0,0.005526,8652690000.0,1957910.0,-0.0154,-0.1727,-0.0668
614,GNY,47446304.0,0.2466,192376660.0,4137.0,0.0005,-0.2786,-0.2458
615,RAINI,47250676.0,0.09995,472724770.0,1032194.0,0.0019,-0.2021,-0.1374
616,PERL,46975144.0,0.09568,490938900.0,96903740.0,-0.0041,-0.1547,-0.054
617,AMO,46335732.0,0.002422,19127675000.0,2135571.0,-0.0387,-0.2087,-0.1444
618,TIME,46157024.0,65.0,710112.0,402308.0,-0.0069999998,-0.18129998,0.3745
619,VITE,45792024.0,0.09239,495616540.0,24725112.0,0.003,-0.3529,-0.1821
620,ANJ,45971890.0,0.3574,128645464.0,314204.0,-0.0038,-0.0754,-0.0058
621,NSBT,45947736.0,21.26,2161104.0,138473.0,-0.0349,-0.138,-0.118999995
622,SDAO,45921056.0,1.57,29322684.0,4617731.0,-0.0341,-0.15890001,-0.0867
623,HOTCROSS,45522144.0,0.4002,113750000.0,6113323.0,0.0036000002,-0.1363,-0.0733
624,PSG,45065110.0,14.49,3110906.0,11201883.0,0.001,-0.17889999,-0.1898
625,NBS,44911896.0,0.01722,2607670500.0,9051014.0,0.0055,-0.274,-0.3022
626,PIVX,44766070.0,0.661,67725736.0,1257086.0,0.0143,-0.19129999,-0.16309999
627,ORION,44678956.0,1.15,38693730.0,4536405.0,-0.0023999999,-0.21079999,0.111999996
628,CELL,44448004.0,1.55,28623756.0,2076578.0,0.008,-0.19569999,-0.2317
629,BCMC,44271040.0,2.14,20671564.0,1908861.0,-0.0023,-0.1885,-0.2183
630,MVC,44038576.0,0.02678,1644221600.0,9100185.0,0.020299999,-0.21270001,-0.4686
631,VERI,44065150.0,20.5,2149646.0,831.0,1e-04,-0.22209999,0.0559
632,MTV,44093812.0,0.01199,3678233000.0,9587749.0,-0.0479,-0.29680002,-0.4028
633,CVP,43800284.0,1.21,36074690.0,12790297.0,-0.0215,-0.24530001,-0.19540001
634,PBR,43414336.0,1.18,36902964.0,7794264.0,-0.0139,-0.3061,-0.4648
635,AE,43084416.0,0.124,347470700.0,8247682.0,-0.0148,-0.22389999,-0.3413
636,FOR,43075900.0,0.06736,639520000.0,45633932.0,0.0078,-0.2607,-0.122600004
637,STARSHIP,42953828.0,2.27,18908258.0,576363.0,0.0039,-0.1675,-0.2584
638,KYL,42698884.0,0.276,154725760.0,2128234.0,0.0145000005,-0.2013,-0.2151
639,FARA,42265276.0,2.4,17644876.0,2566884.0,-0.0093,-0.2019,-0.33220002
640,UNFI,41649044.0,8.17,5096364.0,32498890.0,-0.0066000004,-0.3193,-0.21110001
641,CPAN,41560650.0,2.66,15600000.0,14345515.0,-0.0084,-0.077,-0.52419996
642,STACK,41474336.0,0.1235,335773120.0,1875702.0,-0.0223,-0.1824,-0.322
643,NFTX,41323776.0,102.0,405126.0,279025.0,-0.0053,-0.098900005,-0.026600001
644,ULT,41305876.0,0.01456,2836429600.0,51061.0,-0.0054,-0.14,0.0163
645,WXT,40945980.0,0.004095,10000000000.0,4040047.0,0.0224,-0.090500005,-0.21790001
646,MUSD,40918108.0,0.9959,41085970.0,486877.0,-0.0015,-0.0036000002,-0.0128
647,PSP,40807170.0,0.5598,72891000.0,4128093.0,0.131,-0.0421,-0.2489
648,AXEL,40705548.0,0.144,282580540.0,204816.0,-0.0034999999,-0.1743,-0.1545
649,LOTTO,40689456.0,0.02034,2000000000.0,5312.0,-0.0034,0.033800002,0.0034999999
650,CPOOL,40640308.0,1.05,38634740.0,1516172.0,-0.023,-0.1626,-0.2733
651,MLT,40545610.0,0.5132,79013040.0,2844986.0,-0.0111,-0.1729,-0.20879999
652,KDAG,40475116.0,0.7461,54251544.0,3393658.0,-0.0327,0.089099996,0.9942
653,eRSDL,40064604.0,0.1055,379804580.0,3423917.0,0.0089,-0.218,-0.1432
654,XCP,40056290.0,15.32,2613892.0,153881.0,-0.0069999998,-0.1667,-0.0652
655,ASTRO,39983724.0,0.1708,234064940.0,805018.0,-0.0078,-0.0953,-0.152
656,SOLVE,39977588.0,0.09226,433324960.0,4053895.0,-0.0036000002,-0.2486,-0.1649
657,TORN,39934450.0,36.31,1099795.0,12530802.0,-0.0046,-0.2284,-0.2477
658,FRM,39907816.0,0.2579,154715260.0,1080664.0,-0.0013,-0.1503,-0.103199996
659,AUTO,39808772.0,751.07,53003.0,11525475.0,-0.0058999998,-0.2155,-0.19709998
660,DERI,39692524.0,0.3915,101391210.0,5432769.0,-0.003,-0.2086,-0.2186
661,DXD,39151120.0,793.82,49320.0,694339.0,-0.098500006,-0.0218,0.16149999
662,KRT,39148828.0,0.0009266,42250490000.0,228317.0,0.033,0.0421,0.0356
663,HYDRA,38698360.0,10.03,3858584.0,951629.0,-0.0032,-0.1159,-0.2232
664,QTCON,38548900.0,0.01306,2951519700.0,16499595.0,-0.018,-0.2446,-0.2001
665,O3,38372104.0,1.08,35644870.0,8938471.0,-0.0004,-0.24129999,-0.2471
666,NXS,38148492.0,0.5285,72185510.0,2956534.0,0.0602,-0.1867,-0.0654
667,PNT,37968890.0,0.9202,41260340.0,21237144.0,0.0002,-0.295,-0.32299998
668,XED,38107320.0,0.592,64368000.0,3141531.0,-0.0091,-0.1917,-0.048299998
669,GSWAP,38041600.0,3.4,11202090.0,3014737.0,0.0004,-0.2036,-0.508
670,BELT,37981736.0,4.25,8947042.0,1627904.0,-0.0068,-0.1176,-0.1389
671,CAPS,37605396.0,0.09258,406181570.0,3971423.0,0.0388,-0.2199,0.0177
672,GO,37778360.0,0.03413,1106885800.0,7052462.0,0.0231,-0.284,-0.0688
673,GMEE,37474724.0,0.3031,123651016.0,3328191.0,-0.0115,-0.22670001,-0.29770002
674,STOS,37205388.0,2.47,15054353.0,5860209.0,-0.0053,-0.2486,-0.41369998
675,MINT,37070772.0,3.645e-05,1017148150000.0,5599063.0,0.0162,-0.32740003,-0.22639999
676,CQT,37025390.0,0.7455,49665076.0,11233125.0,0.0189,-0.2357,-0.34080002
677,VTC,36649020.0,0.5823,62943296.0,4980198.0,0.0493,-0.1675,0.0256
678,XWG,36606544.0,0.1424,257000000.0,3294414.0,-0.0031,-0.143,-0.16290002
679,VIDT,36113332.0,0.7306,49428304.0,15039699.0,-0.0068,-0.2215,-0.18129998
680,GHC,36244030.0,3.624e-08,1000000000000000.0,4826785.0,0.0304,-0.2549,-0.5633
681,STARS,36169190.0,0.1179,306657540.0,5870277.0,-0.0049,-0.29680002,-0.0535
682,JGN,36163124.0,0.9141,39562500.0,4108661.0,-0.0095999995,-0.2618,-0.1121
683,PLTC,36099964.0,0.3857,93597390.0,1132306.0,0.0,-0.0525,0.0328
684,VEE,35887460.0,0.01052,3410783000.0,91723.0,0.00059999997,-0.2394,-0.32849997
685,SFI,35856816.0,390.4,91847.0,659251.0,-0.0062,-0.1743,-0.132
686,HEZ,35728964.0,7.6,4700000.0,2094879.0,0.0011,-0.0589,0.2059
687,MCB,35640956.0,19.22,1854178.0,1947676.0,0.00059999997,-0.0837,-0.19319999
688,ERC20,35639320.0,0.03158,1128632600.0,19795.0,0.0292,-0.13430001,-0.1943
689,OXB,35617570.0,4.75,7501504.0,1703607.0,-0.0011999999,-0.1301,-0.19399999
690,NFTB,35612030.0,0.3352,106243270.0,2855129.0,-0.0095,-0.1885,-0.2584
691,IHF,35564150.0,0.3012,118088830.0,19376.0,-0.0017,-0.1353,-0.068
692,BPAY,35309332.0,0.005779,6110021600.0,224814.0,-0.0073,-0.1005,-0.2352
693,POOLZ,35237444.0,11.87,2968359.0,2220320.0,-0.0015,-0.1399,-0.097600006
694,DREP,35022516.0,0.8778,39900000.0,35559670.0,-0.0011,-0.2561,-0.15630001
695,EVZ,34976356.0,0.079,442733060.0,7519217.0,-0.0025,-0.2074,-0.24180001
696,RDN,34884750.0,0.5223,66793932.0,2046407.0,-0.0085,-0.19229999,-0.1432
697,SERO,34779200.0,0.1035,336183360.0,2504461.0,-0.0066000004,-0.1005,-0.1308
698,DORA,34417980.0,11.59,2970196.0,42797508.0,-0.0135,-0.3083,-0.4468
699,RPG,34378604.0,49.74,691154.0,2825818.0,0.0101,-0.0383,-0.16690001
700,NUM,34289880.0,1.41,24323696.0,9956828.0,-0.026199998,-0.1573,-0.35619998
701,WING,34240016.0,15.99,2140934.0,10898025.0,0.0041,-0.2211,-0.19440001
702,GAME,34169916.0,0.1886,181181300.0,419401.0,0.0007,-0.19530001,-0.191
703,XNO,34088640.0,0.09158,372210900.0,14524082.0,-0.0188,-0.1525,-0.2609
704,K21,33984496.0,2.42,14017179.0,2578884.0,0.0222,-0.2336,0.1396
705,QSP,33784628.0,0.04733,713801900.0,2255967.0,-0.021,-0.2543,-0.1528
706,PPT,33748800.0,0.6338,53252250.0,1373738.0,0.016900001,-0.1265,-0.1041
707,OXEN,33750396.0,0.6009,56167788.0,75206.0,0.0377,-0.1364,-0.1095
708,CXO,33543112.0,0.1616,207557630.0,132248.0,-0.0061000003,-0.19600001,-0.16510001
709,KCCPAD,33446084.0,0.2457,136144020.0,2922082.0,0.0101,-0.056900002,0.0923
710,LIKE,33384656.0,0.4806,69466870.0,1882668.0,-0.0056,-0.0789,-0.18280001
711,VISR,33206700.0,1.07,31029072.0,498126.0,0.0382,-0.1766,-0.235
712,LAZIO,33015816.0,3.84,8600000.0,6942561.0,-0.013099999,-0.23719999,-0.3266
713,CRU,32972056.0,10.77,3062357.0,6109372.0,-0.0228,-0.2798,-0.4708
714,PMON,32862786.0,9.64,3410185.0,1554599.0,0.010199999,-0.16139999,-0.2622
715,DSLA,32854870.0,0.005995,5480450000.0,383354.0,0.0172,-0.1498,-0.118
716,LIKE,32539840.0,0.03048,1067539900.0,83053.0,0.0027,-0.1417,-0.143
717,EL,32517422.0,0.01013,3211134000.0,4582531.0,-0.0068,-0.22770001,-0.1409
718,CITY,32487400.0,9.26,3508140.0,7002643.0,0.00059999997,-0.136,-0.19530001
719,MAP,32468360.0,0.02902,1118715300.0,1478212.0,0.0094,-0.169,-0.1344
720,HAM,32448622.0,1.361e-08,2384230000000000.0,1058302.0,0.0045,-0.3019,-0.4348
721,LIGHT,31981388.0,0.4976,64269692.0,390185.0,0.0069,-0.1258,-0.2006
722,CUT,31969476.0,0.2115,151155330.0,,-0.048600003,-0.21280001,-0.1846
723,BAR,31923830.0,8.99,3551708.0,2868915.0,-0.0073,-0.1487,-0.2133
724,vUSDT,31788940.0,0.02139,1486153200.0,,-0.0015,-0.0013,0.00029999999
725,PLSPAD,31708464.0,0.217,146106780.0,1842337.0,-0.0082,-0.121800005,-0.1672
726,BTR,31611212.0,0.2405,131421230.0,7510983.0,-0.00090000004,-0.19459999,-0.2932
727,YFL,31406978.0,609.81,51503.0,1602343.0,0.0046,0.12550001,-0.09060001
728,FINA,31385520.0,4.18,7506900.0,9538113.0,0.0242,-0.1278,-0.3831
729,TCT,31254884.0,0.03821,817902300.0,121331330.0,-0.0187,-0.2166,0.002
730,DEHUB,30701132.0,0.01545,1987001100.0,1924408.0,0.0305,-0.38529998,-0.5696
731,HIBS,30624960.0,0.003326,9206679000.0,833552.0,-0.0172,-0.1886,-0.1988
732,LSS,30368084.0,0.8477,35822670.0,3484746.0,-0.020599999,-0.24700001,-0.4093
733,BAX,30534936.0,0.0006127,49837500000.0,4653155.0,-0.0127,-0.32759997,0.22309999
734,DON,30508204.0,0.9606,31758336.0,6139650.0,0.1174,-0.1777,0.35830003
735,DRGN,30455576.0,0.08214,370774080.0,641411.0,0.004,-0.2241,-0.3434
736,POLK,30132552.0,0.6305,47788012.0,1349516.0,0.0107,-0.24290001,-0.3443
737,PCX,29821554.0,2.65,11238875.0,3305640.0,-0.0115,-0.111499995,-0.2006
738,KARMA,29771144.0,0.005462,5450532400.0,27.0,-0.0034999999,-0.17639999,-0.1451
739,FLETA,29749924.0,0.0267,1114153200.0,18465784.0,0.0038,-0.3175,0.5984
740,ID,29272904.0,0.2508,116700000.0,1062272.0,-0.0021,-0.33560002,-0.3231
741,BTSE,29052708.0,6.67,4354711.0,2002720.0,0.0,0.0112,0.012999999
742,IPAD,28954538.0,0.05362,540000000.0,536692.0,0.0087,-0.036,0.1934
743,RSV,28926068.0,1.0,28850668.0,358330.0,-0.00090000004,0.0011999999,-0.00029999999
744,PENDLE,28827908.0,0.3832,75230550.0,1770771.0,-0.002,-0.2464,-0.17799999
745,AHT,28698306.0,0.01464,1959656000.0,15985061.0,-0.0114,-0.2882,-0.2319
746,USDK,28631984.0,1.0,28600072.0,394546000.0,-0.0002,0.0014,-0.0014
747,GRIN,28491808.0,0.3142,90683400.0,4215944.0,0.0304,-0.1325,-0.073
748,SRK,28433384.0,0.003426,8298367500.0,466845.0,0.0191,-0.14479999,-0.1478
749,DDIM,28417944.0,27.38,1037793.0,1018777.0,0.0287,-0.1018,-0.19389999
750,CLT,28339560.0,14.53,1950000.0,303233.0,-0.018099999,-0.2448,-0.1691
751,BNK,28171524.0,0.001131,24898912000.0,,0.00029999999,-0.1489,-0.121700004
752,RING,28146488.0,0.05504,511421700.0,6456419.0,-0.005,-0.2023,-0.39970002
753,CUMMIES,28089308.0,0.02127,1320428300.0,575766.0,-0.041500002,-0.1667,-0.33560002
754,ROUTE,27877412.0,3.79,7363610.0,453421.0,-0.001,-0.21049999,-0.16860001
755,LOCUS,27833792.0,0.03164,879808260.0,36652.0,-0.0127,0.040900003,-0.016
756,QQQ,27712744.0,0.01258,2202875400.0,212922.0,0.017,-0.25010002,-0.033099998
757,TMTG,27706316.0,0.003137,8832594000.0,1838796.0,0.0014,-0.21049999,-0.1834
758,MHC,27608146.0,0.009384,2942159400.0,1239095.0,0.0016,-0.1171,-0.081099994
759,LITH,27607472.0,0.02074,1330837600.0,8033080.0,-0.0116,-0.21209998,-0.2541
760,DX,27523654.0,0.0005505,50000000000.0,96299.0,-0.024400001,-0.1027,-0.1245
761,SPIRIT,27515906.0,0.09277,296605380.0,1740967.0,0.0055,-0.29799998,-0.3698
762,SOCKS,27476598.0,90982.11,302.0,37268.0,-0.001,-0.2036,0.017
763,CONV,27287848.0,0.01915,1425276700.0,2197451.0,0.005,-0.1708,-0.3854
764,SCP,27260038.0,0.6909,39454880.0,183675.0,-0.0373,-0.1841,0.2767
765,VSP,27214236.0,4.15,6550925.0,1103792.0,-0.0721,-0.1989,-0.16600001
766,SPI,26966356.0,29.65,909562.0,1637104.0,0.0007,-0.205,-0.1003
767,LTX,26632084.0,0.9294,28653896.0,866356.0,-0.0023999999,-0.16440001,-0.1601
768,UBX,26601032.0,0.0005839,45558153000.0,2861456.0,-0.0465,-0.3056,-0.1626
769,CND,27419528.0,0.01371,2000000000.0,2327724.0,0.031,-0.2522,-0.1435
770,MEDA,26238398.0,0.0005748,45646225000.0,1061177.0,0.0907,-0.1263,-0.1325
771,BMI,26196800.0,0.4049,64697070.0,1174595.0,-0.0041,-0.2823,-0.3891
772,ASTA,26162752.0,0.01453,1800000000.0,3270764.0,0.0082,-0.1377,-0.15609999
773,BUX,26146468.0,0.4515,57904772.0,972103.0,-0.0023,-0.1165,0.070300005
774,XSN,26127658.0,0.2134,122442504.0,227063.0,0.0029,-0.1189,0.1906
775,VAL,26020360.0,5.84,4452793.0,9749359.0,-0.0034999999,-0.2583,-0.13340001
776,KMON,25959832.0,0.1424,182323070.0,2848671.0,-0.0222,-0.107,-0.1869
777,XCUR,25646692.0,3.07,8342436.0,1813898.0,0.056500003,-0.257,-0.3176
778,BF,25835120.0,0.00603,4284413700.0,888781.0,0.0553,0.0356,-0.1295
779,OPCT,25807124.0,0.3208,80456100.0,991662.0,0.0034,-0.1666,-0.18030001
780,ZEE,25805896.0,0.4068,63429104.0,6194113.0,0.0156,-0.11229999,-0.1165
781,SKEY,25782908.0,0.142,181631360.0,2532461.0,0.0013,-0.1284,-0.1274
782,REAP,25679664.0,0.3643,70500000.0,3822380.0,-0.019299999,-0.1633,-0.0619
783,GHX,25648252.0,0.07334,349698560.0,2213253.0,-0.0175,-0.24620001,-0.37
784,HC,25545804.0,0.5668,45071908.0,31377068.0,0.0017,-0.2649,-0.0319
785,NEX,25382348.0,0.8703,29166200.0,212646.0,-0.0086,-0.0802,0.13270001
786,NAS,25156558.0,0.4157,60522870.0,27168964.0,0.0188,-0.346,-0.028299998
787,CARD,24853432.0,0.01054,2357983000.0,577937.0,0.0084,-0.2069,0.1759
788,ARV,24883168.0,0.0004876,51033350000.0,7884688.0,-0.007900001,-0.2448,-0.19639999
789,MONI,24772884.0,1.6,15524368.0,3614767.0,-0.0056,-0.1251,-0.30290002
790,TALK,24788092.0,0.6026,41133344.0,2374327.0,0.0,-0.2474,-0.2786
791,HPT,24747764.0,0.003941,6280068000.0,1136722.0,-0.0018000001,-0.1815,-0.38259998
792,ZCN,24835554.0,0.5131,48400984.0,245817.0,0.020599999,-0.1907,-0.16520001
793,TAU,24751098.0,0.174,142215730.0,854822.0,-0.0221,-0.2937,0.002
794,ETHPAD,24619708.0,0.1235,199427410.0,1334589.0,-0.0215,0.0185,0.0365
795,PUSH,24563468.0,1.84,13320065.0,1688966.0,0.0069999998,-0.1894,-0.2484
796,ASK,24471020.0,0.001588,15413689000.0,1327847.0,-0.0058,-0.0689,-0.066
797,NEBL,24559902.0,1.34,18383600.0,1604896.0,-0.00059999997,-0.213,0.0513
798,GET,24483920.0,2.15,11388258.0,198434.0,0.0017,-0.1146,-0.1489
799,VEED,24311176.0,0.004368,5566374400.0,236584.0,0.0070999996,-0.2028,-0.2967
800,BNC,24251946.0,2.39,10146000.0,1078795.0,0.0,-0.17549999,-0.3074
801,UMB,24154058.0,0.3261,74060184.0,2576971.0,-0.0251,-0.1872,-0.3066
802,WAG,24106804.0,0.5462,44138972.0,736747.0,-0.0042,-0.1366,-0.2751
803,WOM,24105942.0,0.2336,103207450.0,16400985.0,0.0139,0.0211,0.020299999
804,KAN,24045932.0,0.002523,9530801000.0,1001753.0,-0.0034999999,-0.1522,-0.1712
805,RAINBOW,23990456.0,2.788e-08,860397850000000.0,1446406.0,-0.0394,-0.2565,0.4115
806,GYEN,23993144.0,0.008776,2733962000.0,11477847.0,1e-04,0.0011,0.0095
807,OBSR,23921084.0,0.005898,4055575600.0,2582381.0,-0.061100002,-0.20709999,-0.2161
808,LIFE,23711336.0,0.004566,5193231400.0,3143638.0,-0.0069999998,-0.1919,-0.2053
809,SHROOM,23614114.0,0.4595,51386056.0,408637.0,-0.0150999995,-0.2484,-0.38990003
810,XRUNE,23626634.0,0.2928,80689460.0,2789533.0,0.0036000002,-0.119399995,-0.21440001
811,APY,23445730.0,0.4255,55104440.0,841947.0,-0.0028,-0.1257,0.0046
812,BEM,23306580.0,0.3275,71160000.0,2292059.0,0.0025,-0.1529,-0.3092
813,HOD,23284410.0,0.1148,202785120.0,5212458.0,0.0275,-0.2842,0.1188
814,SLRS,23244048.0,0.4817,48257760.0,620740.0,-0.019199999,-0.0639,-0.096099995
815,TEMCO,23225000.0,0.005845,3973256400.0,1511358.0,0.0053,-0.1892,-0.2499
816,STC,23208184.0,0.00436,5322747400.0,1383777.0,0.029000001,-0.111,-0.1338
817,QASH,23164916.0,0.06619,350000000.0,718482.0,0.0183,-0.11,-0.1548
818,NAV,23054060.0,0.3187,72331170.0,614862.0,-0.0029,-0.2165,-0.2384
819,ZANO,23005276.0,2.1,10931481.0,651625.0,-0.0039,-0.2006,-0.19510001
820,UFT,23003928.0,0.7408,31052564.0,3336498.0,0.028199999,-0.176,-0.16049999
821,SOC,22993804.0,0.01304,1763527000.0,4404999.0,-0.0108,-0.1547,-0.32950002
822,SAN,22965182.0,0.3628,63293580.0,30008.0,1e-04,-0.24190001,-0.17469999
823,RBC,22955586.0,0.2106,109000000.0,1167973.0,-0.0049,-0.1499,-0.2912
824,GMCOIN,22921864.0,0.5566,41183480.0,736002.0,0.0017,0.0149,-0.0171
825,SIN,22884326.0,0.3823,59865484.0,5540589.0,-0.007900001,-0.19709998,-0.32990003
826,PORTO,22826536.0,2.93,7800000.0,10417174.0,0.0047999998,-0.207,-0.3389
827,MSB,22785840.0,0.1715,132851940.0,9039545.0,-0.0069,-0.2215,-0.2219
828,GBYTE,22688992.0,28.54,794914.0,38682.0,-0.0254,-0.1926,-0.2787
829,PNY,22599980.0,0.3523,64156868.0,83696.0,-0.0058999998,-0.1883,-0.2175
830,WSG,22574120.0,7.242e-08,311708900000000.0,7061759.0,0.0146,-0.2676,-0.1288
831,BTRS,22495646.0,49.99,450000.0,216135.0,-0.0017,-0.108,0.113000005
832,DXL,22427400.0,0.427,52526784.0,665463.0,0.0068,-0.0608,-0.319
833,mQQQ,22109342.0,386.68,57177.0,176901.0,-0.00059999997,-0.0366,-0.0257
834,SUTER,22054580.0,0.005721,3855040000.0,1196606.0,0.0021,-0.199,-0.1512
835,CHI,21986656.0,0.4537,48462896.0,266837.0,-0.0011,-0.248,-0.0863
836,PART,21870904.0,1.86,11738551.0,11870.0,-0.0016,-0.0075,-0.064899996
837,COVAL,21824040.0,0.02182,1000000000.0,63469.0,0.1409,-0.22719999,-0.3125
838,BMON,21761412.0,0.1885,115453950.0,8561555.0,0.0022,-0.1014,-0.45369998
839,NMC,21493506.0,1.46,14736400.0,18454.0,-0.0026,-0.1519,-0.24379998
840,DPS,21448410.0,0.4055,52893496.0,245151.0,0.015800001,-0.0075,-0.1153
841,BZNT,21253736.0,0.0242,878398660.0,9.0,-0.0053,0.9952,4.2265
842,WABI,21122726.0,0.2112,100000000.0,6718029.0,-0.00029999999,-0.20889999,-0.2669
843,SLT,21115852.0,4.14,5100896.0,60315.0,0.0069999998,-0.16430001,-0.21
844,FTN,21014860.0,0.237,88674660.0,,-0.0034999999,-0.17639999,-0.8982
845,HAPI,20963240.0,42.66,491458.0,1279277.0,-0.005,-0.1711,-0.2143
846,LBC,20923508.0,0.04016,521054820.0,256106.0,-0.0182,-0.1499,-0.1354
847,QRL,20856244.0,0.2765,75440690.0,71547.0,0.0717,-0.0637,-0.1712
848,ZIG,20824108.0,0.08662,240418750.0,3051860.0,-0.015700001,-0.22459999,-0.0295
849,TONE,20808940.0,0.03659,568723700.0,218845.0,-0.0066000004,-0.1876,-0.36360002
850,PPC,20609528.0,0.7558,27269130.0,59269.0,0.0067000003,-0.1672,-0.3023
851,AMB,20585582.0,0.03827,537833700.0,3249016.0,-0.038,-0.2401,-0.17459999
852,XEP,20508924.0,0.001156,17745527000.0,86163.0,0.074,-0.035099998,-0.0679
853,ICHI,20474164.0,5.29,3871716.0,521635.0,0.0034,-0.0539,0.0585
854,mAAPL,20439972.0,163.06,125355.0,114616.0,-0.0085,-0.0317,0.0222
855,BAN,20394992.0,0.01559,1308623100.0,231186.0,-0.0007,-0.1004,0.0763
856,FOAM,20319004.0,0.06418,316571940.0,63449.0,-0.0007,-0.092700005,-0.14060001
857,REVO,20299034.0,0.8182,24810136.0,2931265.0,-0.043,-0.2568,-0.3858
858,AOA,20503976.0,0.002056,9975060000.0,912355.0,0.0004,-0.2802,0.098500006
859,SNTVT,20194184.0,0.005635,3583525400.0,168318.0,0.0041,-0.1882,-0.2094
860,GRO,20176574.0,46.52,433686.0,519509.0,0.0135,-0.2486,-0.5138
861,TKING,20158264.0,3.346e-05,602499250000.0,1129089.0,0.010199999,-0.3973,-0.17870001
862,mTSLA,20175192.0,1087.92,18545.0,316136.0,-0.00059999997,-0.071,-0.0629
863,DIGG,20141388.0,40048.54,503.0,323364.0,-0.0044,-0.1341,-0.2782
864,SANTOS,20088118.0,4.41,4550000.0,33503376.0,-0.0343,-0.34939998,-0.8083
865,mMSFT,20067792.0,322.95,62139.0,135830.0,-0.00059999997,-0.039,-0.046
866,XMON,20052040.0,13413.47,1495.0,499636.0,0.012200001,-0.16870001,-0.1595
867,CRTS,19986200.0,0.003241,6166607400.0,8502318.0,-0.0083,0.19639999,0.5791
868,WOOF,19967168.0,0.001115,17903000000.0,1331102.0,-0.0271,-0.35709998,0.1607
869,mIAU,19829088.0,17.64,1123878.0,449620.0,-0.00059999997,0.11229999,-0.0198
870,WELL,19765052.0,0.1442,137080000.0,44220.0,0.1595,0.0094,0.1228
871,ARIA20,19759254.0,0.7646,25844280.0,50377.0,0.0057,-0.028299998,0.2299
872,SAFE,19705798.0,0.7105,27735064.0,3768.0,-0.0043,-0.1866,-0.171
873,MEME,19653508.0,701.91,28000.0,233318.0,0.0011,-0.1666,-0.2691
874,UNCX,19626776.0,717.35,27360.0,3741131.0,-0.026700001,-0.2635,-0.1758
875,$ANRX,19573372.0,0.1774,110338340.0,1489400.0,0.0322,-0.1285,-0.42790002
876,DBC,19555752.0,0.006111,3200000000.0,1717032.0,-0.022,-0.2774,-0.3386
877,ADK,19570360.0,0.7828,25000000.0,231464.0,-0.051799998,-0.1904,-0.2739
878,SENSO,19529932.0,1.6,12241344.0,3304553.0,-0.0164,-0.2767,-0.44099998
879,ORAI,19526376.0,9.55,2044424.0,681428.0,0.0147,-0.17909999,-0.0758
880,CWS,19520264.0,8.75,2231280.0,2185936.0,0.0005,-0.2093,-0.3637
881,mSLV,19516828.0,22.07,884368.0,40269.0,-0.00059999997,-0.014099999,-0.0424
882,NCT,19505540.0,0.01261,1546457100.0,134541.0,0.022,0.041199997,0.2134
